Membership number,First name,Middle name,Last name,Date of birth,Address,Status,Membership start date,Membership end date,Renewal date,Phone,Email,Notes
522141,Shannon,,Hammond,October 20 1976,,Platinum,August 28 2010,,July 22 2027,6297026771,,
557513,Austin,,Bailey,August 8 2002,,Gold,August 9 2021,,April 29 2027,8258050686,,
573547,Ralph,,Lopez,November 1 1933,,None,November 24 1994,January 4 2020,July 17 2025,5446205705,,
425391,Cody,,Barrera,November 28 1945,,Gold,January 4 1985,,November 20 2025,5363156984,,
367097,Terrence,,Ramsey,November 17 1970,,None,January 16 1990,November 9 2017,October 12 2023,4918423924,,
339709,Andrea,,Holmes,October 13 1970,,Basic,May 14 2005,,March 13 2027,7599747418,,
669484,Nicholas,,Malone,February 9 1944,,Silver,June 6 2014,,March 4 2026,9698270561,,
258267,Jeffrey,,Frost,July 3 1979,,Platinum,October 3 2007,,January 21 2024,8304766450,,
113968,Rebecca,,Butler,April 4 1991,,Basic,November 19 2014,,November 15 2027,6253965201,,
391117,Tara,,Reeves,September 20 1955,,Silver,July 24 2014,,August 12 2026,4464150210,,
304682,Timothy,,Best,August 23 1995,,Gold,January 30 2023,,October 4 2026,8039432829,,
332481,Kevin,,Parks,April 22 1970,,Basic,November 17 2000,,May 16 2026,8013276828,,
174415,Robert,,Smith,September 22 1933,,Gold,January 2 1990,,October 21 2026,5387263580,,
108238,Amanda,,Wiley,September 26 1953,,Platinum,April 13 2023,,March 26 2027,8434968038,,
417198,Joseph,,Johnson,November 5 1946,,Platinum,January 4 1986,,February 3 2026,5237572998,,
520582,Thomas,,Anderson,August 8 1976,,Platinum,March 4 2018,,September 26 2025,7736080691,,
465297,Anthony,,Ross,March 26 1995,,Platinum,February 11 2020,,June 1 2024,4808197082,,
129171,Wendy,,Rodriguez,October 25 1988,,None,August 17 2010,March 11 2015,October 31 2024,3088737145,,
238957,Sierra,,Acosta,September 27 1945,,None,August 22 2007,March 23 2017,October 16 2026,2343109938,,
586506,Gloria,,Thomas,August 27 1965,,Silver,October 1 2016,,January 2 2026,8889374269,,
417336,Courtney,,Lee,March 20 1942,,None,July 20 2019,May 15 2023,December 13 2023,9334186888,,
554487,Russell,,Fuller,January 3 1930,,Gold,July 10 2000,,May 12 2024,7524055215,,
607503,Samuel,,Snow,February 6 1942,,Gold,March 17 2022,,July 17 2024,5529130714,,
434005,Amanda,,Garcia,February 24 1961,,Basic,May 5 2020,,August 19 2025,7677042073,,
226618,Jason,,Ellis,July 4 1974,,Gold,April 4 2003,,February 27 2025,9616308564,,
176689,Andrew,,Griffin,September 8 1978,,None,May 1 2002,August 31 2021,May 24 2028,8602130835,,
603858,Patrick,,Lutz,May 18 1966,,Basic,November 25 2001,,December 18 2026,5677451027,,
187826,Katherine,,Griffin,August 5 1969,,Basic,December 2 1993,,May 7 2024,3258939758,,
512127,Nathan,,Garcia,February 15 1969,,None,December 9 1997,May 9 2012,November 4 2024,5524651810,,
487617,Wendy,,Beard,February 22 1932,,Gold,October 25 1988,,October 11 2023,4444214020,,
622831,Jennifer,,Diaz,February 19 1960,,None,February 21 1992,January 30 2021,September 7 2027,8408053184,,
653652,Timothy,,Hull,November 9 1959,,Gold,October 14 1996,,June 8 2027,7655590234,,
305191,Carl,,Bryant,December 28 1939,,Basic,April 6 2000,,August 8 2023,5768981753,,
183193,Elizabeth,,Schultz,August 21 1946,,Gold,October 5 2022,,July 26 2024,6614077248,,
451246,William,,Allison,April 13 1957,,Gold,April 15 1984,,February 10 2024,5875227244,,
467300,Victoria,,Fernandez,October 20 1997,,Platinum,March 13 2017,,September 26 2025,2365425072,,
473080,Randall,,Jackson,November 4 1949,,Silver,August 4 1982,,December 27 2023,2032140704,,
411179,Linda,,Pena,October 25 1941,,Silver,June 7 2021,,June 4 2024,9588476065,,
308709,Leonard,,Carter,April 9 1985,,Silver,January 18 2010,,July 6 2025,8103800042,,
537857,Rachel,,Phillips,August 3 1985,,None,November 19 2015,August 17 2017,April 4 2024,9532141379,,
343224,Maria,,Ferguson,June 6 2005,,Gold,June 10 2023,,September 11 2025,6935060794,,
151170,Linda,,Heath,May 20 1984,,Gold,October 1 2008,,February 25 2025,4566985317,,
189853,Heather,,Warren,July 10 1933,,Basic,April 14 1990,,September 12 2024,2553597293,,
318416,Richard,,Jackson,June 14 1951,,Platinum,April 24 2023,,May 29 2024,3935991379,,
556926,John,,Hickman,September 4 1946,,None,May 10 1987,May 1 1993,October 23 2027,4469425133,,
334557,Todd,,Oneill,January 7 1943,,Gold,August 26 2004,,April 10 2024,8623624871,,
111812,Jonathan,,Black,April 23 1987,,Gold,October 10 2018,,November 12 2026,5474511685,,
152757,Jesse,,Maxwell,February 5 1959,,Gold,January 4 1995,,March 15 2028,7299853653,,
389328,Jennifer,,Maynard,February 10 1968,,Basic,August 3 2014,,November 12 2023,4825194113,,
415281,William,,Williams,August 6 2000,,Platinum,April 20 2023,,June 10 2024,9956023916,,
388036,Rebecca,,White,February 7 1963,,Silver,March 2 2012,,February 27 2025,8563330270,,
571749,Peter,,Wagner,November 13 1987,,Silver,August 8 2020,,July 2 2023,5892275248,,
174401,John,,Miller,October 2 1997,,Silver,November 27 2017,,August 8 2027,7504479641,,
689091,Melissa,,Singh,December 3 1997,,Basic,August 25 2021,,October 29 2027,4115377995,,
100911,Christopher,,Schaefer,October 18 1960,,Gold,May 25 2004,,February 12 2028,5539007948,,
639907,James,,Porter,September 12 1988,,Basic,June 29 2012,,February 15 2026,3483180206,,
119232,Felicia,,Smith,January 18 1946,,Silver,July 24 2003,,November 8 2027,3154811851,,
421302,William,,Brown,January 2 1944,,None,February 14 1989,November 13 2013,April 24 2028,5864259619,,
436768,Alexander,,Brown,October 7 1928,,Silver,July 10 2016,,October 11 2026,3878739670,,
203439,Lisa,,Spencer,April 27 1963,,Gold,June 8 2016,,November 22 2027,6647609399,,
586423,Travis,,Lee,March 26 1977,,Basic,April 29 2016,,June 18 2027,5963277943,,
164325,Lisa,,Lawrence,November 10 1981,,Basic,February 26 2016,,May 12 2026,4528339566,,
551346,Melissa,,White,December 8 1975,,Platinum,August 7 1997,,December 9 2023,8626364306,,
398195,Mariah,,Lewis,September 6 1930,,Silver,November 11 2005,,March 23 2024,9006615717,,
330259,Michael,,Dunlap,December 25 1965,,Basic,April 8 1984,,July 14 2026,4246620313,,
157536,Betty,,Little,August 13 1928,,None,October 19 1995,May 23 1996,October 30 2027,4797652897,,
532826,Michael,,Jackson,December 8 1965,,Platinum,June 21 1996,,February 19 2028,3486355051,,
209913,Jessica,,Olson,December 21 1925,,Gold,December 7 2007,,April 11 2025,8588746246,,
280480,Sabrina,,Williams,November 24 1953,,Basic,May 21 2006,,November 19 2026,6845899609,,
637896,Antonio,,Cunningham,June 28 1980,,Gold,September 13 2018,,March 6 2024,3528449333,,
144891,Jillian,,Hawkins,September 11 1942,,Gold,August 24 1999,,August 3 2023,3138732938,,
475417,Raymond,,Molina,February 20 1951,,Silver,November 10 2012,,September 28 2023,8528889270,,
345259,Brian,,Garza,October 20 1955,,Gold,December 11 2022,,January 16 2026,7857770329,,
514317,David,,Johnson,April 23 1979,,Silver,July 21 1998,,August 23 2024,2757458282,,
552142,Patrick,,Black,August 9 1974,,Platinum,January 17 2009,,February 8 2024,7826650125,,
415969,Michelle,,Oliver,October 27 1953,,None,September 10 2022,November 12 2022,July 4 2026,2958637448,,
575627,Joshua,,Sanchez,January 4 1998,,Gold,August 28 2022,,January 5 2028,3797921565,,
194879,Ariana,,Perkins,February 25 1968,,Platinum,March 19 2019,,March 29 2028,3893719703,,
432845,Steven,,Ramirez,October 12 1952,,Basic,June 11 1995,,May 25 2027,8455425688,,
504761,David,,Chang,December 2 1990,,Platinum,March 29 2021,,April 28 2024,7467881208,,
622307,Rodney,,Martin,April 12 1925,,Silver,October 9 2016,,July 2 2023,8669717175,,
427730,Melinda,,Delacruz,November 12 1979,,Gold,April 22 2013,,January 5 2026,7605169479,,
487782,Rebecca,,Walsh,April 6 1925,,Platinum,May 5 2020,,August 2 2024,5319055905,,
348252,Brenda,,Johnson,January 25 1956,,Platinum,March 22 1987,,November 28 2024,3998435345,,
249594,Lauren,,Gomez,February 10 1924,,Platinum,December 27 1982,,October 14 2027,3679552409,,
195234,Jesus,,Evans,January 23 1981,,Gold,March 2 2019,,August 8 2027,7056118992,,
135082,Melanie,,Cook,September 11 1994,,Gold,August 4 2015,,November 4 2024,8722978003,,
172271,Joshua,,Rodriguez,December 5 1987,,Platinum,December 10 2010,,January 22 2024,7536102867,,
260838,Sherry,,Williams,December 9 1980,,Platinum,January 17 2004,,November 8 2025,5343535421,,
460965,Kevin,,Martin,September 5 1989,,None,December 21 2020,December 11 2022,May 4 2025,6794794511,,
190866,Stephanie,,Franklin,August 5 1942,,Basic,April 4 2001,,January 27 2026,7675217678,,
606305,Eric,,Bishop,November 29 1941,,Basic,May 1 1990,,December 30 2025,2983790098,,
634609,Brittney,,Trevino,July 17 1930,,None,February 3 1994,July 19 2012,July 9 2026,5749910698,,
226330,Tiffany,,York,March 15 1939,,Platinum,November 20 1988,,September 24 2025,3636094288,,
420416,Steven,,Barnes,January 4 2003,,Basic,June 2 2022,,November 25 2023,2473749784,,
121067,Adam,,Gonzalez,March 7 1927,,Platinum,December 29 2003,,May 5 2026,5925317658,,
542780,Deanna,,Roth,September 18 1981,,Basic,April 18 2005,,November 20 2023,4576557466,,
252989,Nicole,,Thompson,October 21 1998,,None,February 28 2019,June 15 2020,March 4 2028,5015853496,,
598656,David,,Hogan,June 18 1954,,Gold,March 10 1989,,July 6 2025,2715536912,,
202154,Antonio,,Dyer,December 5 1988,,Silver,October 8 2012,,April 13 2027,7588002348,,
438623,Alyssa,,Diaz,August 10 1932,,None,March 31 1984,January 14 1996,January 15 2026,4926629128,,
649792,Adam,,Ferrell,March 20 1955,,None,March 1 1985,November 6 1987,July 28 2026,9885420141,,
691524,Joshua,,Sherman,July 24 1976,,Platinum,March 26 2006,,March 5 2026,6339821769,,
253889,Nichole,,Shields,October 29 1938,,None,December 19 1986,September 16 2005,September 10 2026,7598570802,,
535596,Brett,,Williams,December 18 1996,,Gold,March 5 2023,,October 18 2024,2982866286,,
483209,Ashley,,Coleman,April 11 1933,,Silver,July 10 2005,,December 10 2026,6515928675,,
602954,Richard,,Crane,January 2 1932,,Basic,October 25 1996,,July 11 2023,2303039253,,
591526,Michael,,Johnson,July 24 1989,,Silver,October 17 2017,,November 3 2027,4578147471,,
573771,Tina,,Tapia,June 29 1988,,None,January 1 2011,August 31 2019,February 13 2028,7442145291,,
677188,Christine,,Walls,September 9 1944,,Platinum,November 30 2008,,August 18 2025,5829608249,,
525224,Dawn,,Boone,December 13 2003,,Platinum,August 27 2022,,February 24 2025,7444733411,,
268507,Michael,,Anderson,January 24 1925,,Gold,April 13 1992,,January 16 2025,2828163996,,
368883,Yolanda,,Johnson,January 28 1934,,None,December 27 1984,February 4 2001,February 14 2028,3762704375,,
241434,Jacqueline,,Roberts,February 27 1933,,Silver,February 9 2000,,July 11 2024,8895767980,,
517258,John,,Leonard,April 17 1946,,Silver,December 1 1988,,December 30 2026,9383007643,,
395650,Cindy,,Mann,January 19 1949,,None,April 15 1987,April 25 2015,February 14 2024,8327981513,,
238738,John,,Miller,December 25 1976,,None,June 15 2005,January 23 2008,November 8 2025,2839684126,,
558626,Brian,,Lopez,March 31 1942,,None,September 28 2006,January 29 2021,December 31 2023,7243948224,,
361925,Joel,,Bradley,June 13 1981,,Silver,November 16 2002,,October 25 2025,3974821338,,
346959,Karen,,Myers,October 16 1950,,Platinum,February 8 2003,,January 5 2024,6332448672,,
521660,Michael,,Rodriguez,December 2 1940,,Basic,October 5 1998,,May 15 2026,4022137095,,
134784,William,,Salas,April 26 1933,,Silver,July 13 2001,,August 13 2024,8305522500,,
486676,Lauren,,Bryant,December 31 1975,,Gold,August 30 2003,,July 26 2024,4228936644,,
618894,Cheryl,,Barnes,December 24 1952,,Silver,November 26 1986,,November 23 2027,6098286151,,
618323,Theresa,,Chandler,August 31 1975,,Platinum,February 8 2009,,May 9 2026,9622720693,,
178802,Samuel,,Hopkins,December 27 1953,,Silver,August 11 1987,,December 1 2026,6465028319,,
650225,Daniel,,Stephens,January 20 1932,,Platinum,October 1 1988,,August 15 2027,8865963982,,
420175,Gregory,,Harris,June 19 1942,,Silver,July 2 1993,,April 24 2025,3272460157,,
467366,Jordan,,Singh,November 20 1943,,Silver,May 23 1995,,December 5 2024,3672964303,,
570549,Peter,,Thomas,May 8 1940,,Gold,May 18 1982,,June 20 2023,8859913834,,
648569,Diane,,Lyons,December 9 1943,,Basic,August 18 1991,,March 30 2025,2219043073,,
568903,Raymond,,Smith,August 22 1964,,Platinum,July 10 1994,,July 28 2024,6644912408,,
407389,Christopher,,Jimenez,March 29 1994,,None,February 24 2021,November 21 2021,December 7 2027,9468011209,,
